Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_7,0,0,0,20,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_8,0,0,0,17,0,0,0,0,0,4
"037(PM)_[8143,51335]_component_data.tif - resolution #1",Cluster_1,0,0,0,41,2,0,0,0,0,4
"037(PM)_[8143,51335]_component_data.tif - resolution #1",Cluster_2,0,0,4,9,6,0,0,0,0,4
"037(PM)_[8143,51335]_component_data.tif - resolution #1",Cluster_3,0,0,0,17,0,0,0,0,0,4
"037(PM)_[8143,51335]_component_data.tif - resolution #1",Cluster_4,0,0,0,19,0,0,0,0,0,4
"037(PM)_[8825,53429]_component_data.tif - resolution #1",Cluster_1,0,0,0,50,0,0,0,0,0,4
"037(PM)_[8825,55523]_component_data.tif - resolution #1",Cluster_1,0,0,15,0,2,0,1,0,0,3
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_1,0,6,0,0,0,0,1,0,18,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_10,3,2,4,2,0,0,5,0,7,1
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_11,27,3,10,0,4,0,12,0,0,2
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_12,0,4,11,0,1,0,0,0,1,1
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_2,5,0,4,28,60,0,1,0,0,5
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_3,0,0,0,1,18,0,0,0,0,5
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_4,0,0,0,0,0,0,6,0,14,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_5,0,0,0,0,0,0,9,0,7,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_6,0,0,0,0,1,0,0,0,19,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,0,0,2,0,14,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_8,0,1,0,0,6,0,0,0,10,7
"038 (OV)_[10121,41129]_component_data.tif - resolution #1",Cluster_9,2,0,0,2,32,0,0,0,0,5
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_1,0,0,0,9,18,0,0,0,0,5
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_2,11,0,1,3,4,0,3,0,0,1
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_3,0,5,0,0,29,0,0,0,0,5
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_4,0,0,0,44,5,0,0,0,0,4
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_5,0,0,3,25,6,0,0,0,0,4
"038 (OV)_[10600,36941]_component_data.tif - resolution #1",Cluster_6,14,2,19,4,1,0,1,0,1,3
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_1,0,0,0,0,0,0,45,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_10,0,0,0,1,0,0,15,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_11,0,0,0,4,1,1,212,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_12,0,1,0,0,1,0,38,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_13,1,3,0,2,2,0,11,0,1,1
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_14,0,3,0,0,0,0,14,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_15,0,1,0,1,21,0,2,0,33,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_16,0,0,0,7,46,0,0,0,0,5
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_17,0,2,0,0,32,0,0,0,0,5
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_18,0,0,0,0,0,0,16,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_2,0,0,0,0,0,0,54,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_3,0,0,0,4,1,0,22,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_4,1,0,0,0,2,0,23,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_5,0,0,0,8,1,0,17,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_6,0,1,0,1,1,0,71,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_7,0,0,1,0,4,0,16,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_8,0,0,0,0,0,0,21,0,0,7
"038 (OV)_[11731,43223]_component_data.tif - resolution #1",Cluster_9,0,0,0,8,1,0,26,0,0,7
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_1,0,0,0,0,1,0,15,0,0,7
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_10,0,1,0,0,0,0,19,0,3,7
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_11,0,0,0,1,0,0,13,0,6,7
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_12,0,0,0,0,0,0,24,0,2,7
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_13,2,0,0,15,0,0,0,0,0,4
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_2,0,1,0,8,9,0,0,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_3,0,0,0,3,20,1,0,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_4,0,0,0,9,22,0,0,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_5,1,0,0,12,8,0,0,0,1,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_6,0,0,0,26,48,0,3,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_7,0,0,0,9,14,0,0,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_8,0,0,1,1,22,0,3,0,0,5
"038 (OV)_[11731,45317]_component_data.tif - resolution #1",Cluster_9,0,0,0,0,0,0,24,0,0,7
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_1,1,1,0,2,15,0,0,0,0,5
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_10,4,0,6,1,0,0,7,0,0,2
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_2,0,0,1,21,16,0,0,0,0,5
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_3,2,1,2,19,58,0,1,0,0,5
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_4,0,0,0,0,1,0,16,0,1,7
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_5,0,0,0,0,0,0,7,0,11,7
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_6,0,0,0,1,0,0,18,0,0,7
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_7,0,3,5,52,91,0,0,0,0,5
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_8,0,0,22,28,60,0,0,0,0,5
"038 (OV)_[11801,39035]_component_data.tif - resolution #1",Cluster_9,0,0,0,0,0,0,5,0,11,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_1,0,0,0,7,34,0,0,0,0,5
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_10,0,0,0,0,1,0,23,0,0,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_11,1,1,6,0,1,2,7,0,0,2
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_12,1,0,1,0,0,0,14,0,0,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_13,2,1,7,0,0,3,23,0,0,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_2,0,0,1,28,22,0,0,0,0,5
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_3,0,0,1,4,21,0,0,0,0,5
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_4,0,0,0,0,3,0,2,0,12,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_5,0,0,0,0,0,0,1,0,15,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_6,0,0,0,0,1,1,9,0,6,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,2,0,71,0,0,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_8,0,1,0,0,7,0,34,0,5,7
"038 (OV)_[12914,41129]_component_data.tif - resolution #1",Cluster_9,0,0,18,0,1,0,29,0,0,2
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_1,0,1,0,1,3,0,27,1,39,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_10,0,0,0,0,5,0,17,0,27,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_11,0,0,0,0,0,0,24,0,0,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_12,1,0,0,0,18,0,0,0,0,5
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_13,0,0,0,0,0,0,20,0,9,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_14,0,0,0,1,2,0,13,0,0,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_15,0,0,0,0,0,0,27,0,2,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_16,0,0,1,3,32,0,0,0,0,5
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_17,0,0,0,8,15,0,0,0,0,5
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_2,0,1,0,0,0,0,29,0,14,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_3,0,0,0,0,0,0,28,0,35,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_4,0,1,0,0,0,0,13,0,7,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_5,0,0,0,4,4,0,58,0,65,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_6,0,0,0,0,0,0,37,0,16,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,2,0,85,0,68,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_8,0,0,0,0,4,0,14,0,5,7
"038 (OV)_[14524,43223]_component_data.tif - resolution #1",Cluster_9,0,0,0,1,2,0,66,0,99,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_1,0,3,0,0,0,0,12,0,47,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_10,0,0,0,0,1,0,45,0,30,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_11,1,0,1,13,38,1,0,0,0,5
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_12,0,3,0,0,5,0,5,0,3,1
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_13,0,0,8,0,3,2,11,0,1,2
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_2,0,0,0,1,0,0,11,0,13,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_3,0,2,7,1,0,1,26,0,0,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_4,0,1,24,0,10,5,8,0,9,1
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_5,0,0,0,4,23,0,0,0,0,5
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_6,0,0,0,0,0,0,18,0,8,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,0,0,20,0,1,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_8,0,0,0,0,0,0,9,0,7,7
"038 (OV)_[14524,45317]_component_data.tif - resolution #1",Cluster_9,0,2,0,11,23,0,0,0,0,5
"038 (OV)_[7328,41129]_component_data.tif - resolution #1",Cluster_1,0,0,0,0,31,0,1,0,0,5
"038 (OV)_[7328,41129]_component_data.tif - resolution #1",Cluster_2,0,3,0,0,12,0,2,0,0,5
"038 (OV)_[7328,41129]_component_data.tif - resolution #1",Cluster_3,0,0,0,2,34,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_1,0,0,0,15,4,0,0,0,0,4
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_10,0,0,0,19,33,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_11,0,0,0,23,13,0,0,0,0,4
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_2,0,0,0,9,146,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_3,0,0,0,2,48,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_4,0,1,0,0,0,0,3,1,15,7
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_5,2,0,4,34,32,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_6,0,0,0,6,30,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_7,1,0,3,13,17,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_8,0,0,0,6,55,0,0,0,0,5
"038 (OV)_[8938,43223]_component_data.tif - resolution #1",Cluster_9,1,0,1,19,11,0,0,0,0,4
"038 (OV)_[8938,45317]_component_data.tif - resolution #1",Cluster_1,0,0,0,16,16,0,0,0,0,5
"038 (OV)_[8938,45317]_component_data.tif - resolution #1",Cluster_2,1,0,0,23,27,0,0,0,0,5
"038 (OV)_[8938,45317]_component_data.tif - resolution #1",Cluster_3,0,0,3,11,3,0,0,0,0,4
"038 (OV)_[8938,45317]_component_data.tif - resolution #1",Cluster_4,0,0,0,4,16,0,0,0,0,5
"038 (OV)_[8938,45317]_component_data.tif - resolution #1",Cluster_5,0,0,0,5,15,0,0,0,0,5
"038 (OV)_[8938,47411]_component_data.tif - resolution #1",Cluster_1,0,0,0,7,32,0,0,0,0,5
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_1,0,0,0,22,6,0,0,0,0,4
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_2,1,1,0,22,25,0,0,0,0,5
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_3,2,0,0,5,18,1,0,0,0,5
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_4,0,0,0,7,11,0,0,0,0,5
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_5,0,0,0,6,10,0,0,0,0,5
"038 (OV)_[9008,39035]_component_data.tif - resolution #1",Cluster_6,0,0,0,7,14,0,0,0,0,5
"042(OV2)_[12086,44511]_component_data.tif - resolution #1",Cluster_1,2,0,6,6,0,0,0,5,0,4
"042(OV2)_[12086,44511]_component_data.tif - resolution #1",Cluster_2,0,0,5,3,10,0,0,0,0,5
"042(OV2)_[12086,44511]_component_data.tif - resolution #1",Cluster_3,5,1,3,5,7,0,1,0,0,1
"042(OV2)_[12086,44511]_component_data.tif - resolution #1",Cluster_4,10,30,9,0,12,2,3,0,2,1
"042(OV2)_[12086,44511]_component_data.tif - resolution #1",Cluster_5,3,5,5,1,4,5,2,0,0,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_1,3,3,4,1,8,3,0,0,0,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_10,23,0,0,0,0,0,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_11,8,3,3,4,2,1,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_12,4,4,7,4,4,5,0,0,1,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_13,3,22,8,0,10,9,2,0,1,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_14,36,0,0,0,0,0,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_15,6,6,2,13,0,0,0,7,0,4
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_16,8,2,9,4,5,3,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_17,6,2,5,2,3,0,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_2,1,7,0,4,8,1,0,0,0,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_3,2,2,8,4,1,2,0,0,0,3
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_4,5,4,0,0,9,2,0,0,0,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_5,16,1,1,0,0,1,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_6,1,3,1,14,23,0,0,0,0,5
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_7,1,6,7,0,4,2,0,0,2,1
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_8,31,0,0,0,0,0,0,0,0,2
"042(OV2)_[12086,46605]_component_data.tif - resolution #1",Cluster_9,22,0,0,0,0,0,0,0,0,2
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_1,6,2,11,0,6,5,2,0,0,1
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_2,4,3,6,1,2,1,0,1,0,2
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_3,2,3,2,1,5,3,1,0,0,1
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_4,0,0,1,1,15,0,0,0,0,5
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_5,0,1,0,2,14,0,0,0,0,5
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_6,2,2,2,0,23,4,2,0,0,5
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,0,0,10,0,11,7
"042(OV2)_[12665,37822]_component_data.tif - resolution #1",Cluster_8,1,7,1,4,10,1,0,0,0,1
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_1,1,0,0,15,5,0,0,0,0,4
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_10,9,3,3,5,0,0,0,0,0,4
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_11,2,0,0,10,12,1,0,0,0,5
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_12,12,1,6,5,0,2,0,0,0,4
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_13,7,6,0,5,1,1,0,0,0,4
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_2,5,4,0,17,7,0,0,0,0,4
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_3,5,8,6,0,3,3,0,0,0,2
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_4,4,5,18,3,6,3,2,0,0,3
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_5,5,3,7,3,7,2,0,0,0,1
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_6,7,6,9,0,3,4,0,1,0,2
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_7,2,0,1,5,27,2,0,0,0,5
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_8,4,3,3,22,39,0,0,0,0,5
"042(OV2)_[13535,48699]_component_data.tif - resolution #1",Cluster_9,1,3,5,7,7,2,0,0,0,4
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_1,5,2,7,0,1,3,0,0,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_10,3,1,8,1,2,0,1,5,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_11,1,1,0,15,21,0,0,0,0,5
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_12,3,3,13,3,0,2,1,9,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_13,10,3,17,3,2,1,0,0,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_14,1,0,4,3,6,0,0,2,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_15,36,6,52,8,24,10,2,7,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_16,0,1,3,1,11,0,0,0,0,5
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_17,23,8,72,23,19,6,1,27,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_18,11,2,17,5,11,0,0,6,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_19,8,5,26,5,10,10,0,0,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_2,2,5,7,1,1,1,0,0,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_20,7,2,17,6,8,0,0,1,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_21,9,5,9,2,0,1,0,2,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_22,13,1,13,4,0,0,1,0,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_23,4,4,15,1,1,2,0,0,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_24,0,1,3,1,10,0,0,1,0,5
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_25,0,1,6,6,2,1,0,0,0,4
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_26,13,5,25,6,8,2,0,0,0,2
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_27,1,0,9,2,0,3,0,1,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_28,7,0,10,1,0,0,0,3,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_29,1,2,3,1,0,0,0,12,0,6
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_3,7,5,17,1,3,2,4,2,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_30,52,14,122,12,18,4,11,19,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_31,5,6,36,10,11,0,0,0,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_32,0,2,2,0,1,1,0,10,0,6
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_33,5,0,5,6,1,0,0,4,0,4
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_34,44,6,69,5,4,2,2,3,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_35,8,1,25,2,0,2,0,6,1,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_36,3,1,15,1,0,1,0,0,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_37,12,2,15,3,0,0,1,2,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_38,6,0,14,1,0,0,0,1,0,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_39,4,1,4,7,7,3,0,0,0,4
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_4,4,3,18,1,43,0,0,6,0,5
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_5,7,4,16,0,8,0,0,0,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_6,2,1,8,0,3,3,0,1,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_7,38,27,145,6,14,14,39,21,4,3
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_8,11,1,3,1,4,0,0,0,0,1
"042(OV2)_[14879,44511]_component_data.tif - resolution #1",Cluster_9,1,0,0,7,13,0,0,0,0,5
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_1,6,4,10,4,3,2,0,0,0,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_10,1,2,0,8,25,1,0,0,0,5
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_11,8,7,16,3,4,3,3,0,0,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_12,11,5,7,5,18,2,2,0,0,1
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_13,16,2,7,9,2,0,1,0,0,4
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_14,4,5,5,51,21,0,0,1,0,4
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_15,0,1,0,5,12,1,0,0,0,5
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_16,2,1,1,18,2,0,0,0,0,4
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_2,3,2,7,2,2,0,0,0,0,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_3,1,3,6,0,3,4,0,0,0,1
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_4,5,7,11,0,2,5,0,0,0,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_5,6,2,10,8,19,1,0,1,0,1
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_6,4,4,13,1,4,0,0,0,0,1
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_7,8,1,8,1,4,1,0,0,0,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_8,19,4,3,0,7,0,5,0,1,2
"042(OV2)_[14879,46605]_component_data.tif - resolution #1",Cluster_9,13,0,8,1,9,0,1,0,0,2
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_1,3,0,9,1,8,1,0,0,0,1
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_10,9,4,15,0,0,6,0,0,0,2
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_11,6,4,22,0,1,7,0,0,0,3
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_2,8,2,10,1,48,3,0,1,0,5
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_3,0,1,4,0,13,1,0,0,0,5
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_4,3,4,4,2,0,4,0,0,0,1
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_5,9,0,34,2,39,7,0,0,2,1
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_6,1,2,0,1,4,0,0,24,0,6
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_7,2,1,8,1,19,0,0,0,0,5
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_8,9,3,3,1,0,1,0,28,0,6
"042(OV2)_[15458,37822]_component_data.tif - resolution #1",Cluster_9,0,0,0,1,25,0,0,0,0,5
